"","State","Type","County","Violent crime","Murder and nonnegligent manslaughter","Rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson","year"
"10532","KENTUCKY","Nonmetropolitan","Fulton",1,0,0,0,1,13,2,10,1,0,2015
"10533","KENTUCKY","Nonmetropolitan","Garrard",1,0,0,0,1,47,22,23,2,0,2015
"10534","KENTUCKY","Nonmetropolitan","Graves",17,0,5,2,10,254,113,117,24,0,2015
"10535","KENTUCKY","Nonmetropolitan","Grayson",7,0,3,0,4,124,51,56,17,0,2015
"10536","KENTUCKY","Nonmetropolitan","Green",1,0,0,0,1,6,3,2,1,0,2015
"10537","KENTUCKY","Nonmetropolitan","Harlan",4,0,0,0,4,13,6,7,0,0,2015
"10538","KENTUCKY","Nonmetropolitan","Harrison",3,0,0,2,1,118,63,45,10,0,2015
"10539","KENTUCKY","Nonmetropolitan","Hart",4,0,1,0,3,28,13,13,2,0,2015
"10540","KENTUCKY","Nonmetropolitan","Hickman",1,0,0,0,1,12,5,5,2,0,2015
"10541","KENTUCKY","Nonmetropolitan","Hopkins",19,1,5,0,13,250,93,133,24,4,2015
"10542","KENTUCKY","Nonmetropolitan","Jackson",7,0,0,2,5,70,36,28,6,0,2015
"10543","KENTUCKY","Nonmetropolitan","Johnson",10,0,0,1,9,72,23,37,12,0,2015
"10544","KENTUCKY","Nonmetropolitan","Knott",1,0,0,0,1,12,2,7,3,0,2015
"10545","KENTUCKY","Nonmetropolitan","Knox",8,0,0,2,6,125,62,46,17,0,2015
"10546","KENTUCKY","Nonmetropolitan","Laurel",28,4,1,6,17,416,162,193,61,1,2015
"10547","KENTUCKY","Nonmetropolitan","Lawrence",0,0,0,0,0,58,30,20,8,0,2015
"10548","KENTUCKY","Nonmetropolitan","Lee",1,0,0,0,1,0,0,0,0,0,2015
"10549","KENTUCKY","Nonmetropolitan","Leslie",0,0,0,0,0,0,0,0,0,0,2015
"10550","KENTUCKY","Nonmetropolitan","Letcher",4,0,1,0,3,40,15,22,3,0,2015
"10551","KENTUCKY","Nonmetropolitan","Lewis",1,0,0,0,1,11,8,2,1,0,2015
"10552","KENTUCKY","Nonmetropolitan","Lincoln",6,0,0,2,4,58,22,28,8,0,2015
"10553","KENTUCKY","Nonmetropolitan","Livingston",5,0,1,2,2,57,24,24,9,0,2015
"10554","KENTUCKY","Nonmetropolitan","Logan",10,0,3,1,6,158,83,68,7,1,2015
"10555","KENTUCKY","Nonmetropolitan","Lyon",2,0,0,0,2,31,15,13,3,0,2015
"10556","KENTUCKY","Nonmetropolitan","Madison",10,1,5,2,2,314,104,191,19,0,2015
"10557","KENTUCKY","Nonmetropolitan","Magoffin",0,0,0,0,0,24,7,15,2,0,2015
"10558","KENTUCKY","Nonmetropolitan","Marion",3,0,1,1,1,69,35,29,5,2,2015
"10559","KENTUCKY","Nonmetropolitan","Marshall",12,1,4,0,7,174,78,78,18,4,2015
"10560","KENTUCKY","Nonmetropolitan","Mason",6,0,2,1,3,96,40,51,5,1,2015
"10561","KENTUCKY","Nonmetropolitan","McCracken",46,0,14,8,24,395,106,253,36,2,2015
"10562","KENTUCKY","Nonmetropolitan","McCreary",4,0,1,1,2,70,44,19,7,0,2015
"10563","KENTUCKY","Nonmetropolitan","Menifee",0,0,0,0,0,19,9,10,0,0,2015
"10564","KENTUCKY","Nonmetropolitan","Mercer",4,0,1,0,3,38,20,14,4,1,2015
"10565","KENTUCKY","Nonmetropolitan","Metcalfe",3,1,0,0,2,54,24,25,5,0,2015
"10566","KENTUCKY","Nonmetropolitan","Monroe",0,0,0,0,0,0,0,0,0,0,2015
"10567","KENTUCKY","Nonmetropolitan","Montgomery",7,0,0,4,3,365,138,207,20,0,2015
"10568","KENTUCKY","Nonmetropolitan","Muhlenberg",2,0,0,0,2,34,11,15,8,2,2015
"10569","KENTUCKY","Nonmetropolitan","Muhlenberg County Police Department",0,0,0,0,0,0,0,0,0,0,2015
"10570","KENTUCKY","Nonmetropolitan","Nelson",16,1,6,1,8,140,58,67,15,2,2015
"10571","KENTUCKY","Nonmetropolitan","Nicholas",1,0,0,0,1,17,8,9,0,0,2015
"10572","KENTUCKY","Nonmetropolitan","Ohio",7,0,3,0,4,93,33,47,13,0,2015
"10573","KENTUCKY","Nonmetropolitan","Owen",1,0,0,1,0,25,15,9,1,0,2015
"10574","KENTUCKY","Nonmetropolitan","Owsley",0,0,0,0,0,14,4,8,2,0,2015
"10575","KENTUCKY","Nonmetropolitan","Perry",6,0,0,1,5,36,12,14,10,0,2015
"10576","KENTUCKY","Nonmetropolitan","Perry County Police Department",0,0,0,0,0,0,0,0,0,0,2015
"10577","KENTUCKY","Nonmetropolitan","Pike",4,1,1,1,1,94,16,72,6,0,2015
"10578","KENTUCKY","Nonmetropolitan","Powell",0,0,0,0,0,55,24,30,1,0,2015
"10579","KENTUCKY","Nonmetropolitan","Pulaski",22,1,4,4,13,436,221,176,39,1,2015
"10580","KENTUCKY","Nonmetropolitan","Robertson",0,0,0,0,0,0,0,0,0,0,2015
"10581","KENTUCKY","Nonmetropolitan","Rockcastle",3,0,0,0,3,24,11,9,4,0,2015
"10582","KENTUCKY","Nonmetropolitan","Rowan",5,0,1,0,4,52,15,32,5,2,2015
"10583","KENTUCKY","Nonmetropolitan","Russell",1,0,1,0,0,25,10,11,4,0,2015
"10584","KENTUCKY","Nonmetropolitan","Simpson",7,0,2,0,5,73,33,37,3,0,2015
"10585","KENTUCKY","Nonmetropolitan","Taylor",7,0,3,1,3,167,72,84,11,0,2015
"10586","KENTUCKY","Nonmetropolitan","Todd",5,0,0,2,3,49,22,26,1,1,2015
"10587","KENTUCKY","Nonmetropolitan","Union",7,0,2,0,5,55,21,30,4,0,2015
"10588","KENTUCKY","Nonmetropolitan","Washington",1,0,0,1,0,26,12,14,0,0,2015
"10589","KENTUCKY","Nonmetropolitan","Wayne",1,0,0,0,1,34,17,8,9,0,2015
"10590","KENTUCKY","Nonmetropolitan","Webster",0,0,0,0,0,22,7,12,3,1,2015
"10591","KENTUCKY","Nonmetropolitan","Whitley",12,0,0,2,10,213,104,97,12,0,2015
"10592","KENTUCKY","Nonmetropolitan","Wolfe",0,0,0,0,0,26,6,13,7,0,2015
"10593","LOUISIANA","Metropolitan","Acadia",63,1,0,16,46,637,217,379,41,0,2015
"10594","LOUISIANA","Metropolitan","Ascension",351,7,31,44,269,2848,684,1993,171,14,2015
"10595","LOUISIANA","Metropolitan","Bossier",51,1,6,9,35,452,80,352,20,0,2015
"10596","LOUISIANA","Metropolitan","Caddo",104,2,4,9,89,862,242,541,79,7,2015
"10597","LOUISIANA","Metropolitan","Calcasieu",526,3,71,23,429,4257,1241,2777,239,12,2015
"10598","LOUISIANA","Metropolitan","Cameron",24,0,4,0,20,117,7,103,7,0,2015
"10599","LOUISIANA","Metropolitan","De Soto",79,4,9,5,61,403,123,257,23,0,2015
"10600","LOUISIANA","Metropolitan","East Baton Rouge",369,17,50,199,103,7227,1156,5864,207,16,2015
"10601","LOUISIANA","Metropolitan","East Feliciana",57,0,6,1,50,125,28,85,12,1,2015
"10602","LOUISIANA","Metropolitan","Iberville",239,1,5,20,213,618,118,486,14,0,2015
"10603","LOUISIANA","Metropolitan","Jefferson",1688,27,79,403,1179,11790,1878,9218,694,66,2015
"10604","LOUISIANA","Metropolitan","Lafayette",330,5,30,54,241,1732,380,1183,169,7,2015
"10605","LOUISIANA","Metropolitan","Lafourche",328,1,21,23,283,1899,556,1239,104,8,2015
"10606","LOUISIANA","Metropolitan","Livingston",330,2,43,20,265,3202,1272,1908,22,0,2015
"10607","LOUISIANA","Metropolitan","Ouachita",577,5,9,33,530,2633,852,1663,118,5,2015
"10608","LOUISIANA","Metropolitan","Plaquemines",31,1,7,1,22,145,45,90,10,1,2015
"10609","LOUISIANA","Metropolitan","Pointe Coupee",122,2,3,16,101,267,102,137,28,0,2015
"10610","LOUISIANA","Metropolitan","Rapides",292,0,28,7,257,1907,551,1150,206,4,2015
"10611","LOUISIANA","Metropolitan","St. Bernard",130,1,8,30,91,1348,224,1048,76,16,2015
"10612","LOUISIANA","Metropolitan","St. Charles",165,4,10,22,129,1086,235,778,73,8,2015
"10613","LOUISIANA","Metropolitan","St. Helena",36,1,3,0,32,144,41,88,15,1,2015
"10614","LOUISIANA","Metropolitan","St. James",102,0,8,5,89,345,75,257,13,1,2015
"10615","LOUISIANA","Metropolitan","St. Martin",92,3,5,11,73,302,78,202,22,0,2015
"10616","LOUISIANA","Metropolitan","St. Tammany",219,3,28,18,170,1730,314,1305,111,9,2015
"10617","LOUISIANA","Metropolitan","Tangipahoa",611,3,38,100,470,2893,947,1661,285,8,2015
"10618","LOUISIANA","Metropolitan","Terrebonne",316,8,9,57,242,2954,483,2336,135,4,2015
"10619","LOUISIANA","Metropolitan","Union",23,1,1,0,21,26,6,20,0,0,2015
"10620","LOUISIANA","Metropolitan","Vermilion",80,2,0,13,65,771,292,267,212,0,2015
"10621","LOUISIANA","Metropolitan","Webster",103,1,6,1,95,222,119,87,16,0,2015
"10622","LOUISIANA","Metropolitan","West Baton Rouge",58,0,3,10,45,438,57,370,11,1,2015
"10623","LOUISIANA","Metropolitan","West Feliciana",26,0,4,1,21,90,18,69,3,0,2015
"10624","LOUISIANA","Nonmetropolitan","Allen",7,0,0,0,7,72,4,55,13,0,2015
"10625","LOUISIANA","Nonmetropolitan","Assumption",69,2,2,1,64,295,100,174,21,0,2015
"10626","LOUISIANA","Nonmetropolitan","Avoyelles",102,2,10,3,87,441,137,291,13,6,2015
"10627","LOUISIANA","Nonmetropolitan","Beauregard",49,0,7,0,42,286,42,226,18,2,2015
"10628","LOUISIANA","Nonmetropolitan","Bienville",37,0,7,4,26,275,83,178,14,0,2015
"10629","LOUISIANA","Nonmetropolitan","Caldwell",22,1,0,1,20,240,81,149,10,1,2015
"10630","LOUISIANA","Nonmetropolitan","Catahoula",60,0,4,9,47,120,48,70,2,0,2015
"10631","LOUISIANA","Nonmetropolitan","Claiborne",25,0,3,2,20,178,57,101,20,2,2015
"10632","LOUISIANA","Nonmetropolitan","Concordia",41,1,1,4,35,323,124,179,20,0,2015
"10633","LOUISIANA","Nonmetropolitan","Evangeline",37,0,7,2,28,431,114,303,14,0,2015
"10634","LOUISIANA","Nonmetropolitan","Franklin",24,1,0,0,23,127,32,88,7,0,2015
"10635","LOUISIANA","Nonmetropolitan","Jackson",16,0,0,0,16,71,22,44,5,0,2015
"10636","LOUISIANA","Nonmetropolitan","La Salle",50,2,0,7,41,40,19,16,5,2,2015
"10637","LOUISIANA","Nonmetropolitan","Lincoln",34,0,4,1,29,195,55,137,3,0,2015
"10638","LOUISIANA","Nonmetropolitan","Madison",16,1,1,1,13,57,20,27,10,1,2015
"10639","LOUISIANA","Nonmetropolitan","Morehouse",0,0,0,0,0,128,22,99,7,0,2015
"10640","LOUISIANA","Nonmetropolitan","Natchitoches",40,0,3,5,32,437,72,329,36,0,2015
"10641","LOUISIANA","Nonmetropolitan","Red River",27,0,1,0,26,174,43,120,11,0,2015
"10642","LOUISIANA","Nonmetropolitan","Richland",77,2,3,3,69,255,70,155,30,0,2015
"10643","LOUISIANA","Nonmetropolitan","Sabine",11,2,1,0,8,216,38,178,0,0,2015
"10644","LOUISIANA","Nonmetropolitan","St. Landry",165,5,16,22,122,913,361,492,60,0,2015
"10645","LOUISIANA","Nonmetropolitan","St. Mary",131,0,7,7,117,769,198,513,58,0,2015
"10646","LOUISIANA","Nonmetropolitan","Tensas",7,1,1,0,5,31,7,22,2,0,2015
"10647","LOUISIANA","Nonmetropolitan","Vernon",119,3,10,2,104,644,112,498,34,7,2015
"10648","LOUISIANA","Nonmetropolitan","Washington",117,0,9,8,100,614,173,390,51,1,2015
"10649","LOUISIANA","Nonmetropolitan","West Carroll",46,0,2,0,44,214,85,112,17,0,2015
"10650","LOUISIANA","Nonmetropolitan","Winn",1,0,0,0,1,16,3,11,2,0,2015
"10651","MAINE","Metropolitan","Androscoggin",16,0,3,4,9,136,38,96,2,1,2015
"10652","MAINE","Metropolitan","Cumberland",25,0,3,3,19,549,197,318,34,1,2015
"10653","MAINE","Metropolitan","Penobscot",3,0,1,2,0,416,120,270,26,0,2015
"10654","MAINE","Metropolitan","Sagadahoc",4,0,1,1,2,95,36,58,1,1,2015
"10655","MAINE","Metropolitan","York",23,0,2,2,19,352,115,232,5,0,2015
"10656","MAINE","Nonmetropolitan","Aroostook",7,0,0,0,7,50,11,30,9,0,2015
"10657","MAINE","Nonmetropolitan","Franklin",12,0,5,0,7,43,17,24,2,0,2015
"10658","MAINE","Nonmetropolitan","Hancock",1,0,0,0,1,141,35,97,9,0,2015
"10659","MAINE","Nonmetropolitan","Kennebec",16,0,6,1,9,260,116,131,13,0,2015
"10660","MAINE","Nonmetropolitan","Knox",11,0,3,0,8,209,50,149,10,0,2015
"10661","MAINE","Nonmetropolitan","Lincoln",37,0,11,0,26,185,69,111,5,0,2015
"10662","MAINE","Nonmetropolitan","Oxford",20,0,7,0,13,413,142,259,12,1,2015
"10663","MAINE","Nonmetropolitan","Piscataquis",4,0,0,0,4,92,29,55,8,1,2015
"10664","MAINE","Nonmetropolitan","Somerset",25,0,10,0,15,433,138,265,30,0,2015
"10665","MAINE","Nonmetropolitan","Waldo",11,0,7,1,3,146,68,66,12,2,2015
"10666","MAINE","Nonmetropolitan","Washington",8,0,0,3,5,102,37,56,9,1,2015
"10667","MARYLAND","Metropolitan","Allegany",35,0,8,10,17,391,76,309,6,0,2015
"10668","MARYLAND","Metropolitan","Anne Arundel",0,0,0,0,0,0,0,0,0,0,2015
"10669","MARYLAND","Metropolitan","Baltimore County",0,0,0,0,0,0,0,0,0,0,2015
"10670","MARYLAND","Metropolitan","Calvert",114,2,3,28,81,1177,242,900,35,2,2015
"10671","MARYLAND","Metropolitan","Carroll",116,0,31,16,69,783,265,489,29,2,2015
"10672","MARYLAND","Metropolitan","Cecil",90,3,15,17,55,681,238,399,44,0,2015
"10673","MARYLAND","Metropolitan","Charles",541,3,23,114,401,2631,511,1926,194,17,2015
"10674","MARYLAND","Metropolitan","Frederick",163,2,6,29,126,1703,343,1311,49,NA,2015
"10675","MARYLAND","Metropolitan","Harford",425,5,31,103,286,2145,479,1587,79,1,2015
"10676","MARYLAND","Metropolitan","Howard",0,0,0,0,0,0,0,0,0,0,2015
"10677","MARYLAND","Metropolitan","Howard County Police Department",719,2,69,225,423,5298,785,4309,204,33,2015
"10678","MARYLAND","Metropolitan","Montgomery",0,0,0,0,0,0,0,0,0,0,2015
"10679","MARYLAND","Metropolitan","Montgomery County Police Department",1964,29,269,606,1060,15761,1812,13217,732,42,2015
"10680","MARYLAND","Metropolitan","Prince George's",53,0,0,0,53,0,0,0,0,0,2015
"10681","MARYLAND","Metropolitan","Prince George's County Police Department",3256,66,248,1359,1583,16424,2796,10772,2856,116,2015
"10682","MARYLAND","Metropolitan","Queen Anne's",74,0,6,9,59,541,156,372,13,3,2015
"10683","MARYLAND","Metropolitan","Somerset",15,0,2,0,13,44,9,34,1,0,2015
"10684","MARYLAND","Metropolitan","St. Mary's",247,1,16,42,188,1999,510,1432,57,8,2015
"10685","MARYLAND","Metropolitan","Wicomico",83,1,10,9,63,764,257,480,27,2,2015
"10686","MARYLAND","Metropolitan","Worcester",13,0,2,3,8,240,41,193,6,1,2015
"10687","MARYLAND","Nonmetropolitan","Caroline",28,0,0,6,22,229,77,141,11,0,2015
"10688","MARYLAND","Nonmetropolitan","Dorchester",11,0,0,0,11,257,53,184,20,0,2015
"10689","MARYLAND","Nonmetropolitan","Garrett",35,0,1,1,33,274,78,191,5,1,2015
"10690","MARYLAND","Nonmetropolitan","Kent",29,0,4,15,10,139,58,81,0,0,2015
"10691","MARYLAND","Nonmetropolitan","Talbot",8,0,3,3,2,148,51,93,4,0,2015
"10692","MICHIGAN","Metropolitan","Barry",44,2,9,1,32,318,83,216,19,1,2015
"10693","MICHIGAN","Metropolitan","Bay",46,0,15,5,26,695,117,555,23,2,2015
"10694","MICHIGAN","Metropolitan","Berrien",100,1,33,12,54,554,142,387,25,1,2015
"10695","MICHIGAN","Metropolitan","Calhoun",110,0,33,3,74,496,151,324,21,3,2015
"10696","MICHIGAN","Metropolitan","Cass",53,2,29,2,20,425,160,244,21,5,2015
"10697","MICHIGAN","Metropolitan","Clinton",17,1,3,1,12,141,61,73,7,3,2015
"10698","MICHIGAN","Metropolitan","Eaton",135,1,42,19,73,1158,184,927,47,5,2015
"10699","MICHIGAN","Metropolitan","Genesee",36,0,10,3,23,355,84,260,11,1,2015
"10700","MICHIGAN","Metropolitan","Ingham",134,0,34,5,95,540,180,327,33,2,2015
"10701","MICHIGAN","Metropolitan","Jackson",163,1,37,9,116,581,132,426,23,5,2015
"10702","MICHIGAN","Metropolitan","Kalamazoo",239,5,51,34,149,2181,437,1664,80,14,2015
"10703","MICHIGAN","Metropolitan","Kent",355,0,133,43,179,2403,484,1812,107,13,2015
"10704","MICHIGAN","Metropolitan","Lapeer",117,0,29,0,88,308,92,201,15,4,2015
"10705","MICHIGAN","Metropolitan","Macomb",272,3,39,43,187,1412,202,1117,93,8,2015
"10706","MICHIGAN","Metropolitan","Midland",59,0,25,1,33,345,121,213,11,5,2015
"10707","MICHIGAN","Metropolitan","Monroe",171,3,57,24,87,1658,457,1110,91,9,2015
"10708","MICHIGAN","Metropolitan","Montcalm",93,0,39,1,53,404,115,263,26,8,2015
"10709","MICHIGAN","Metropolitan","Muskegon",61,0,21,1,39,608,120,455,33,4,2015
"10710","MICHIGAN","Metropolitan","Oakland",21,0,7,0,14,62,15,39,8,9,2015
"10711","MICHIGAN","Metropolitan","Ottawa",489,0,179,23,287,2442,456,1889,97,20,2015
"10712","MICHIGAN","Metropolitan","Saginaw",105,0,22,15,68,608,99,467,42,5,2015
"10713","MICHIGAN","Metropolitan","St. Clair",130,0,39,5,86,1043,231,754,58,14,2015
"10714","MICHIGAN","Metropolitan","Van Buren",86,1,23,1,61,447,188,235,24,3,2015
"10715","MICHIGAN","Metropolitan","Washtenaw",490,2,54,67,367,1603,416,1062,125,9,2015
"10716","MICHIGAN","Metropolitan","Wayne",0,0,0,0,0,0,0,0,0,0,2015
"10717","MICHIGAN","Nonmetropolitan","Alcona",13,0,8,0,5,125,59,62,4,0,2015
"10718","MICHIGAN","Nonmetropolitan","Alger",1,0,1,0,0,6,2,3,1,0,2015
"10719","MICHIGAN","Nonmetropolitan","Allegan",93,5,25,0,63,541,135,377,29,5,2015
"10720","MICHIGAN","Nonmetropolitan","Alpena",6,0,2,0,4,62,19,39,4,0,2015
"10721","MICHIGAN","Nonmetropolitan","Antrim",41,0,17,1,23,151,67,84,0,2,2015
"10722","MICHIGAN","Nonmetropolitan","Arenac",27,0,12,1,14,122,43,77,2,2,2015
"10723","MICHIGAN","Nonmetropolitan","Baraga",1,0,1,0,0,29,8,19,2,1,2015
"10724","MICHIGAN","Nonmetropolitan","Benzie",18,0,5,2,11,107,16,91,0,1,2015
"10725","MICHIGAN","Nonmetropolitan","Branch",8,0,5,0,3,94,29,62,3,1,2015
"10726","MICHIGAN","Nonmetropolitan","Charlevoix",30,1,13,0,16,73,17,54,2,0,2015
"10727","MICHIGAN","Nonmetropolitan","Cheboygan",4,0,3,0,1,72,33,34,5,0,2015
"10728","MICHIGAN","Nonmetropolitan","Chippewa",11,0,5,0,6,53,16,37,0,0,2015
"10729","MICHIGAN","Nonmetropolitan","Clare",87,3,30,2,52,439,180,239,20,3,2015
"10730","MICHIGAN","Nonmetropolitan","Crawford",28,0,10,0,18,104,35,64,5,1,2015
"10731","MICHIGAN","Nonmetropolitan","Delta",10,0,3,0,7,67,19,47,1,0,2015
"10732","MICHIGAN","Nonmetropolitan","Emmet",27,0,14,0,13,142,13,126,3,0,2015
"10733","MICHIGAN","Nonmetropolitan","Gladwin",33,1,9,2,21,172,79,89,4,1,2015
"10734","MICHIGAN","Nonmetropolitan","Gogebic",6,0,1,0,5,62,8,54,0,0,2015
"10735","MICHIGAN","Nonmetropolitan","Grand Traverse",169,0,45,1,123,686,119,547,20,7,2015
"10736","MICHIGAN","Nonmetropolitan","Gratiot",26,0,15,2,9,316,51,256,9,1,2015
"10737","MICHIGAN","Nonmetropolitan","Hillsdale",32,1,14,0,17,139,39,96,4,1,2015
"10738","MICHIGAN","Nonmetropolitan","Houghton",5,0,3,1,1,62,9,50,3,0,2015
"10739","MICHIGAN","Nonmetropolitan","Huron",33,0,8,1,24,116,35,75,6,0,2015
"10740","MICHIGAN","Nonmetropolitan","Ionia",34,0,15,3,16,326,57,251,18,1,2015
"10741","MICHIGAN","Nonmetropolitan","Iosco",1,0,0,0,1,7,2,5,0,0,2015
"10742","MICHIGAN","Nonmetropolitan","Iron",6,0,3,0,3,14,6,8,0,0,2015
"10743","MICHIGAN","Nonmetropolitan","Isabella",39,0,3,3,33,258,65,184,9,1,2015
"10744","MICHIGAN","Nonmetropolitan","Kalkaska",22,0,8,1,13,198,46,145,7,0,2015
"10745","MICHIGAN","Nonmetropolitan","Keweenaw",1,0,1,0,0,36,11,23,2,0,2015
"10746","MICHIGAN","Nonmetropolitan","Lake",25,0,7,2,16,220,113,103,4,1,2015
"10747","MICHIGAN","Nonmetropolitan","Leelanau",10,0,3,0,7,77,14,61,2,0,2015
"10748","MICHIGAN","Nonmetropolitan","Luce",6,0,3,0,3,50,12,37,1,0,2015
"10749","MICHIGAN","Nonmetropolitan","Mackinac",9,0,4,0,5,58,17,38,3,0,2015
"10750","MICHIGAN","Nonmetropolitan","Manistee",21,0,8,0,13,144,15,124,5,5,2015
"10751","MICHIGAN","Nonmetropolitan","Marquette",11,0,1,0,10,139,11,123,5,1,2015
"10752","MICHIGAN","Nonmetropolitan","Mason",33,0,8,0,25,155,33,117,5,0,2015
"10753","MICHIGAN","Nonmetropolitan","Mecosta",197,0,17,0,180,468,137,320,11,4,2015
"10754","MICHIGAN","Nonmetropolitan","Menominee",12,0,3,0,9,66,23,40,3,0,2015
"10755","MICHIGAN","Nonmetropolitan","Missaukee",17,0,8,0,9,153,40,110,3,2,2015
"10756","MICHIGAN","Nonmetropolitan","Montmorency",5,0,2,0,3,21,2,15,4,0,2015
"10757","MICHIGAN","Nonmetropolitan","Newaygo",50,0,20,0,30,248,83,163,2,2,2015
"10758","MICHIGAN","Nonmetropolitan","Oceana",32,0,9,0,23,240,54,178,8,2,2015
"10759","MICHIGAN","Nonmetropolitan","Ogemaw",23,0,3,0,20,130,46,80,4,1,2015
"10760","MICHIGAN","Nonmetropolitan","Ontonagon",3,0,1,0,2,14,9,4,1,0,2015
"10761","MICHIGAN","Nonmetropolitan","Osceola",31,0,5,0,26,206,53,150,3,0,2015
"10762","MICHIGAN","Nonmetropolitan","Oscoda",18,0,7,0,11,111,41,68,2,2,2015
"10763","MICHIGAN","Nonmetropolitan","Otsego",10,0,6,0,4,57,20,36,1,0,2015
"10764","MICHIGAN","Nonmetropolitan","Presque Isle",9,0,5,0,4,22,11,10,1,0,2015
"10765","MICHIGAN","Nonmetropolitan","Roscommon",18,1,10,0,7,138,50,82,6,0,2015
"10766","MICHIGAN","Nonmetropolitan","Sanilac",56,0,12,0,44,168,59,102,7,1,2015
"10767","MICHIGAN","Nonmetropolitan","Shiawassee",14,0,9,0,5,65,12,50,3,1,2015
"10768","MICHIGAN","Nonmetropolitan","St. Joseph",58,3,9,2,44,171,46,110,15,2,2015
"10769","MICHIGAN","Nonmetropolitan","Tuscola",49,0,24,0,25,214,82,123,9,3,2015
"10770","MICHIGAN","Nonmetropolitan","Wexford",26,0,12,0,14,230,59,160,11,1,2015
"10771","MINNESOTA","Metropolitan","Anoka",88,0,48,6,34,1060,175,816,69,3,2015
"10772","MINNESOTA","Metropolitan","Benton",24,0,13,0,11,209,42,142,25,1,2015
"10773","MINNESOTA","Metropolitan","Blue Earth",11,0,4,1,6,111,44,55,12,2,2015
"10774","MINNESOTA","Metropolitan","Carlton",15,0,6,2,7,232,65,149,18,2,2015
"10775","MINNESOTA","Metropolitan","Carver",46,2,13,3,28,845,106,715,24,3,2015
"10776","MINNESOTA","Metropolitan","Chisago",17,0,4,0,13,218,49,157,12,0,2015
"10777","MINNESOTA","Metropolitan","Clay",4,0,0,0,4,74,18,45,11,1,2015
"10778","MINNESOTA","Metropolitan","Dakota",28,0,5,2,21,80,18,56,6,0,2015
"10779","MINNESOTA","Metropolitan","Dodge",17,0,0,1,16,127,32,84,11,0,2015
"10780","MINNESOTA","Metropolitan","Fillmore",15,0,0,0,15,63,18,44,1,2,2015
"10781","MINNESOTA","Metropolitan","Hennepin",33,0,2,1,30,70,3,65,2,0,2015
"10782","MINNESOTA","Metropolitan","Houston",8,0,2,0,6,41,18,19,4,1,2015
"10783","MINNESOTA","Metropolitan","Isanti",23,0,2,0,21,306,93,199,14,1,2015
"10784","MINNESOTA","Metropolitan","Le Sueur",9,0,4,0,5,73,9,64,0,0,2015
"10785","MINNESOTA","Metropolitan","Mille Lacs",15,0,4,0,11,395,90,272,33,0,2015
"10786","MINNESOTA","Metropolitan","Nicollet",2,0,0,0,2,74,29,40,5,0,2015
"10787","MINNESOTA","Metropolitan","Olmsted",28,0,10,4,14,284,111,149,24,1,2015
"10788","MINNESOTA","Metropolitan","Polk",21,0,10,1,10,120,40,72,8,1,2015
"10789","MINNESOTA","Metropolitan","Ramsey",47,0,19,5,23,743,87,566,90,0,2015
"10790","MINNESOTA","Metropolitan","Scott",11,0,3,1,7,93,28,58,7,0,2015
"10791","MINNESOTA","Metropolitan","Sherburne",16,0,4,2,10,391,73,290,28,0,2015
"10792","MINNESOTA","Metropolitan","Sibley",4,0,2,0,2,5,3,2,0,0,2015
"10793","MINNESOTA","Metropolitan","Stearns",31,0,11,1,19,392,64,308,20,0,2015
"10794","MINNESOTA","Metropolitan","St. Louis",55,0,17,1,37,833,275,503,55,8,2015
"10795","MINNESOTA","Metropolitan","Wabasha",2,0,0,0,2,37,7,27,3,0,2015
"10796","MINNESOTA","Metropolitan","Washington",39,1,11,5,22,750,121,585,44,3,2015
"10797","MINNESOTA","Metropolitan","Wright",97,2,25,8,62,1731,112,1551,68,0,2015
"10798","MINNESOTA","Nonmetropolitan","Aitkin",18,0,9,0,9,199,86,107,6,1,2015
"10799","MINNESOTA","Nonmetropolitan","Becker",27,1,15,0,11,193,58,106,29,0,2015
"10800","MINNESOTA","Nonmetropolitan","Beltrami",54,1,19,1,33,369,117,227,25,5,2015
"10801","MINNESOTA","Nonmetropolitan","Big Stone",3,0,0,0,3,32,7,23,2,0,2015
"10802","MINNESOTA","Nonmetropolitan","Brown",1,0,0,0,1,26,2,20,4,0,2015
"10803","MINNESOTA","Nonmetropolitan","Cass",71,1,43,5,22,382,138,207,37,0,2015
"10804","MINNESOTA","Nonmetropolitan","Chippewa",3,0,0,0,3,25,4,20,1,1,2015
"10805","MINNESOTA","Nonmetropolitan","Clearwater",25,0,7,0,18,89,35,45,9,0,2015
"10806","MINNESOTA","Nonmetropolitan","Cook",6,1,1,0,4,73,13,52,8,0,2015
"10807","MINNESOTA","Nonmetropolitan","Cottonwood",4,0,1,0,3,20,5,11,4,1,2015
"10808","MINNESOTA","Nonmetropolitan","Crow Wing",18,0,4,0,14,343,129,197,17,2,2015
"10809","MINNESOTA","Nonmetropolitan","Douglas",18,1,3,0,14,179,47,113,19,1,2015
"10810","MINNESOTA","Nonmetropolitan","Faribault",8,0,4,0,4,67,22,43,2,0,2015
"10811","MINNESOTA","Nonmetropolitan","Freeborn",10,0,4,0,6,88,22,57,9,0,2015
"10812","MINNESOTA","Nonmetropolitan","Goodhue",13,1,5,1,6,144,49,84,11,0,2015
"10813","MINNESOTA","Nonmetropolitan","Grant",1,0,1,0,0,45,19,24,2,0,2015
